"","calenderWeek","year","day","month","date","cases","deaths","A00-A04_Cases","A00-A04_Deaths","A05-A14_Cases","A05-A14_Deaths","A15-A34_Cases","A15-A34_Deaths","A35-A59_Cases","A35-A59_Deaths","A60-A79_Cases","A60-A79_Deaths","A80+_Cases","A80+_Deaths","unbekannt_Cases","unbekannt_Deaths","COM_FirstDose","COM_SecondDose","COM_DoseAdditional1","COM_Received","MOD_FirstDose","MOD_SecondDose","MOD_DoseAdditional1","MOD_Received","AZ_FirstDose","AZ_SecondDose","AZ_DoseAdditional1","AZ_Received","JANSS_FirstDose","JANSS_SecondDose","JANSS_DoseAdditional1","JANSS_Received","cummulative_COM_FirstDose","cummulative_COM_SecondDose","cummulative_COM_DoseAdditional1","cummulative_COM_Received","cummulative_MOD_FirstDose","cummulative_MOD_SecondDose","cummulative_MOD_DoseAdditional1","cummulative_MOD_Received","cummulative_AZ_FirstDose","cummulative_AZ_SecondDose","cummulative_AZ_DoseAdditional1","cummulative_AZ_Received","cummulative_JANSS_FirstDose","cummulative_JANSS_SecondDose","cummulative_JANSS_DoseAdditional1","cummulative_JANSS_Received","tests_done","testing_rate","positivity_rate","number_hosp","BanOnAllEvents","BanOnAllEventsPartial","ClosDaycare","ClosDaycarePartial","ClosPrim","ClosPrimPartial","ClosPubAny","ClosPubAnyPartial","ClosSec","ClosSecPartial","ClosureOfPublicTransportPartial","EntertainmentVenues","EntertainmentVenuesPartial","GymsSportsCentres","GymsSportsCentresPartial","HotelsOtherAccommodationPartial","IndoorOver100","IndoorOver1000","IndoorOver50","IndoorOver500","MasksMandatoryAllSpacesPartial","MasksMandatoryClosedSpaces","MasksMandatoryClosedSpacesPartial","MasksVoluntaryAllSpaces","MassGather50","MassGather50Partial","MassGatherAll","MassGatherAllPartial","NonEssentialShops","NonEssentialShopsPartial","OutdoorOver100","OutdoorOver500","PlaceOfWorshipPartial","PrivateGatheringRestrictions","PrivateGatheringRestrictionsPartial","QuarantineForInternationalTravellers","QuarantineForInternationalTravellersPartial","RestaurantsCafes","RestaurantsCafesPartial","SocialCirclePartial","StayHomeGen","StayHomeGenPartial","StayHomeOrderPartial","Teleworking","TeleworkingPartial","number_sequenced","percent_cases_sequenced","AT.1_number_detections_variant","AT.1_percent_variant","AY.4.2_number_detections_variant","AY.4.2_percent_variant","B.1.1.529_number_detections_variant","B.1.1.529_percent_variant","B.1.1.7_number_detections_variant","B.1.1.7_percent_variant","B.1.1.7+E484K_number_detections_variant","B.1.1.7+E484K_percent_variant","B.1.351_number_detections_variant","B.1.351_percent_variant","B.1.427/B.1.429_number_detections_variant","B.1.427/B.1.429_percent_variant","B.1.525_number_detections_variant","B.1.525_percent_variant","B.1.526_number_detections_variant","B.1.526_percent_variant","B.1.616_number_detections_variant","B.1.616_percent_variant","B.1.617_number_detections_variant","B.1.617_percent_variant","B.1.617.1_number_detections_variant","B.1.617.1_percent_variant","B.1.617.2_number_detections_variant","B.1.617.2_percent_variant","B.1.617.3_number_detections_variant","B.1.617.3_percent_variant","B.1.620_number_detections_variant","B.1.620_percent_variant","B.1.621_number_detections_variant","B.1.621_percent_variant","B.1.640_number_detections_variant","B.1.640_percent_variant","C.1.2_number_detections_variant","C.1.2_percent_variant","C.37_number_detections_variant","C.37_percent_variant","P.1_number_detections_variant","P.1_percent_variant","P.3_number_detections_variant","P.3_percent_variant","UNK_number_detections_variant","UNK_percent_variant","Other_number_detections_variant","Other_percent_variant"
"85","11","2021","18","03",2021-03-18,16724,236,720,1,1605,0,4985,1,6539,19,2249,88,615,127,11,0,673637,432375,0,1083420,77575,27587,0,432000,247020,254,2,364800,0,0,0,0,5279747,3311515,24,9852375,346776,114044,1,768000,2075750,2351,12,2467200,0,0,0,0,1370314,1647.67126597083,6.75655360742137,2887,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,7689,0.0830471129544424,0,0,0,0,0,0,9441,1.22785797893094,13,0.00169072701261542,215,0.0279620236701782,0,0,99,0.0128755364806867,0,0,0,0,0,0,1,0.00013005592404734,1,0.00013005592404734,0,0,0,0,0,0,0,0,0,0,8,0.00104044739237872,21,0.00273117440499415,1,0.00013005592404734,47,0.006112628430225,1018,0.132396930680192
"86","11","2021","19","03",2021-03-19,15707,196,715,0,1624,0,4666,1,5898,19,2193,86,603,90,8,0,673637,432375,0,1083420,77575,27587,0,432000,247020,254,2,364800,0,0,0,0,5279747,3311515,24,9852375,346776,114044,1,768000,2075750,2351,12,2467200,0,0,0,0,1370314,1647.67126597083,6.75655360742137,2938,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,7689,0.0830471129544424,0,0,0,0,0,0,9441,1.22785797893094,13,0.00169072701261542,215,0.0279620236701782,0,0,99,0.0128755364806867,0,0,0,0,0,0,1,0.00013005592404734,1,0.00013005592404734,0,0,0,0,0,0,0,0,0,0,8,0.00104044739237872,21,0.00273117440499415,1,0.00013005592404734,47,0.006112628430225,1018,0.132396930680192
"87","11","2021","20","03",2021-03-20,13216,143,609,0,1374,0,3945,1,4940,11,1893,61,451,70,4,0,673637,432375,0,1083420,77575,27587,0,432000,247020,254,2,364800,0,0,0,0,5279747,3311515,24,9852375,346776,114044,1,768000,2075750,2351,12,2467200,0,0,0,0,1370314,1647.67126597083,6.75655360742137,2945,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,7689,0.0830471129544424,0,0,0,0,0,0,9441,1.22785797893094,13,0.00169072701261542,215,0.0279620236701782,0,0,99,0.0128755364806867,0,0,0,0,0,0,1,0.00013005592404734,1,0.00013005592404734,0,0,0,0,0,0,0,0,0,0,8,0.00104044739237872,21,0.00273117440499415,1,0.00013005592404734,47,0.006112628430225,1018,0.132396930680192
"88","11","2021","21","03",2021-03-21,5957,106,293,0,609,0,1727,0,2233,8,847,47,246,51,2,0,673637,432375,0,1083420,77575,27587,0,432000,247020,254,2,364800,0,0,0,0,5279747,3311515,24,9852375,346776,114044,1,768000,2075750,2351,12,2467200,0,0,0,0,1370314,1647.67126597083,6.75655360742137,3044,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,7689,0.0830471129544424,0,0,0,0,0,0,9441,1.22785797893094,13,0.00169072701261542,215,0.0279620236701782,0,0,99,0.0128755364806867,0,0,0,0,0,0,1,0.00013005592404734,1,0.00013005592404734,0,0,0,0,0,0,0,0,0,0,8,0.00104044739237872,21,0.00273117440499415,1,0.00013005592404734,47,0.006112628430225,1018,0.132396930680192
"89","12","2021","22","03",2021-03-22,8881,161,432,0,973,0,2544,0,3377,11,1154,67,396,83,5,0,702174,499668,0,1076400,151420,36193,1,0,707847,645,4,405600,0,0,0,0,5981921,3811183,24,10928775,498196,150237,2,768000,2783597,2996,16,2872800,0,0,0,0,1418621,1705.75580414621,8.19633996677055,3139,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8033,0.0690862180176306,0,0,0,0,0,0,9937,1.23702228308229,11,0.00136935142537035,229,0.0285074069463463,0,0,124,0.0154363251587203,1,0.000124486493215486,0,0,0,0,1,0.000124486493215486,5,0.000622432466077431,0,0,4,0.000497945972861945,0,0,0,0,0,0,5,0.000622432466077431,11,0.00136935142537035,2,0.000248972986430972,24,0.00298767583717167,746,0.0928669239387526
"90","12","2021","23","03",2021-03-23,19449,272,751,0,1925,0,5453,2,7883,31,2742,107,688,132,7,0,702174,499668,0,1076400,151420,36193,1,0,707847,645,4,405600,0,0,0,0,5981921,3811183,24,10928775,498196,150237,2,768000,2783597,2996,16,2872800,0,0,0,0,1418621,1705.75580414621,8.19633996677055,3156,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8033,0.0690862180176306,0,0,0,0,0,0,9937,1.23702228308229,11,0.00136935142537035,229,0.0285074069463463,0,0,124,0.0154363251587203,1,0.000124486493215486,0,0,0,0,1,0.000124486493215486,5,0.000622432466077431,0,0,4,0.000497945972861945,0,0,0,0,0,0,5,0.000622432466077431,11,0.00136935142537035,2,0.000248972986430972,24,0.00298767583717167,746,0.0928669239387526
"91","12","2021","24","03",2021-03-24,22651,263,911,0,2359,0,6678,1,8988,28,2950,111,757,123,8,0,702174,499668,0,1076400,151420,36193,1,0,707847,645,4,405600,0,0,0,0,5981921,3811183,24,10928775,498196,150237,2,768000,2783597,2996,16,2872800,0,0,0,0,1418621,1705.75580414621,8.19633996677055,3196,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8033,0.0690862180176306,0,0,0,0,0,0,9937,1.23702228308229,11,0.00136935142537035,229,0.0285074069463463,0,0,124,0.0154363251587203,1,0.000124486493215486,0,0,0,0,1,0.000124486493215486,5,0.000622432466077431,0,0,4,0.000497945972861945,0,0,0,0,0,0,5,0.000622432466077431,11,0.00136935142537035,2,0.000248972986430972,24,0.00298767583717167,746,0.0928669239387526
"92","12","2021","25","03",2021-03-25,21891,255,915,0,2355,0,6541,0,8404,29,2927,116,726,110,23,0,702174,499668,0,1076400,151420,36193,1,0,707847,645,4,405600,0,0,0,0,5981921,3811183,24,10928775,498196,150237,2,768000,2783597,2996,16,2872800,0,0,0,0,1418621,1705.75580414621,8.19633996677055,3249,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8033,0.0690862180176306,0,0,0,0,0,0,9937,1.23702228308229,11,0.00136935142537035,229,0.0285074069463463,0,0,124,0.0154363251587203,1,0.000124486493215486,0,0,0,0,1,0.000124486493215486,5,0.000622432466077431,0,0,4,0.000497945972861945,0,0,0,0,0,0,5,0.000622432466077431,11,0.00136935142537035,2,0.000248972986430972,24,0.00298767583717167,746,0.0928669239387526
"93","12","2021","26","03",2021-03-26,20035,256,942,0,2168,0,5957,1,7662,21,2625,112,671,122,10,0,702174,499668,0,1076400,151420,36193,1,0,707847,645,4,405600,0,0,0,0,5981921,3811183,24,10928775,498196,150237,2,768000,2783597,2996,16,2872800,0,0,0,0,1418621,1705.75580414621,8.19633996677055,3322,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8033,0.0690862180176306,0,0,0,0,0,0,9937,1.23702228308229,11,0.00136935142537035,229,0.0285074069463463,0,0,124,0.0154363251587203,1,0.000124486493215486,0,0,0,0,1,0.000124486493215486,5,0.000622432466077431,0,0,4,0.000497945972861945,0,0,0,0,0,0,5,0.000622432466077431,11,0.00136935142537035,2,0.000248972986430972,24,0.00298767583717167,746,0.0928669239387526
"94","12","2021","27","03",2021-03-27,15777,195,737,0,1836,0,4555,2,5982,17,2115,81,544,95,8,0,702174,499668,0,1076400,151420,36193,1,0,707847,645,4,405600,0,0,0,0,5981921,3811183,24,10928775,498196,150237,2,768000,2783597,2996,16,2872800,0,0,0,0,1418621,1705.75580414621,8.19633996677055,3379,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8033,0.0690862180176306,0,0,0,0,0,0,9937,1.23702228308229,11,0.00136935142537035,229,0.0285074069463463,0,0,124,0.0154363251587203,1,0.000124486493215486,0,0,0,0,1,0.000124486493215486,5,0.000622432466077431,0,0,4,0.000497945972861945,0,0,0,0,0,0,5,0.000622432466077431,11,0.00136935142537035,2,0.000248972986430972,24,0.00298767583717167,746,0.0928669239387526
"95","12","2021","28","03",2021-03-28,7584,110,335,0,813,0,2279,0,2858,11,1023,47,269,52,7,0,702174,499668,0,1076400,151420,36193,1,0,707847,645,4,405600,0,0,0,0,5981921,3811183,24,10928775,498196,150237,2,768000,2783597,2996,16,2872800,0,0,0,0,1418621,1705.75580414621,8.19633996677055,3444,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8033,0.0690862180176306,0,0,0,0,0,0,9937,1.23702228308229,11,0.00136935142537035,229,0.0285074069463463,0,0,124,0.0154363251587203,1,0.000124486493215486,0,0,0,0,1,0.000124486493215486,5,0.000622432466077431,0,0,4,0.000497945972861945,0,0,0,0,0,0,5,0.000622432466077431,11,0.00136935142537035,2,0.000248972986430972,24,0.00298767583717167,746,0.0928669239387526
"96","13","2021","29","03",2021-03-29,10991,234,476,0,1047,0,3194,1,4284,20,1550,100,438,113,2,0,867754,515551,3,1427400,116182,42042,0,0,410534,414,1,283360,0,0,0,0,6849675,4326734,27,12356175,614378,192279,2,768000,3194131,3410,17,3156160,0,0,0,0,1182767,1422.16397135147,9.30851131287904,3559,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8314,0.0755145415902196,0,0,0,0,0,0,10758,1.29396199182102,28,0.00336781332691845,203,0.0244166466201588,1,0.000120279047389945,104,0.0125090209285542,1,0.000120279047389945,0,0,0,0,4,0.000481116189559779,1,0.000120279047389945,0,0,6,0.000721674284339668,0,0,0,0,0,0,9,0.0010825114265095,25,0.00300697618474862,2,0.000240558094779889,21,0.00252585999518884,580,0.0697618474861679
"97","13","2021","30","03",2021-03-30,20384,288,745,0,1711,0,5989,0,8359,25,2911,136,664,127,5,0,867754,515551,3,1427400,116182,42042,0,0,410534,414,1,283360,0,0,0,0,6849675,4326734,27,12356175,614378,192279,2,768000,3194131,3410,17,3156160,0,0,0,0,1182767,1422.16397135147,9.30851131287904,3588,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8314,0.0755145415902196,0,0,0,0,0,0,10758,1.29396199182102,28,0.00336781332691845,203,0.0244166466201588,1,0.000120279047389945,104,0.0125090209285542,1,0.000120279047389945,0,0,0,0,4,0.000481116189559779,1,0.000120279047389945,0,0,6,0.000721674284339668,0,0,0,0,0,0,9,0.0010825114265095,25,0.00300697618474862,2,0.000240558094779889,21,0.00252585999518884,580,0.0697618474861679
"98","13","2021","31","03",2021-03-31,24004,302,898,0,2152,0,7149,1,9652,33,3351,124,793,144,9,0,867754,515551,3,1427400,116182,42042,0,0,410534,414,1,283360,0,0,0,0,6849675,4326734,27,12356175,614378,192279,2,768000,3194131,3410,17,3156160,0,0,0,0,1182767,1422.16397135147,9.30851131287904,3668,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8314,0.0755145415902196,0,0,0,0,0,0,10758,1.29396199182102,28,0.00336781332691845,203,0.0244166466201588,1,0.000120279047389945,104,0.0125090209285542,1,0.000120279047389945,0,0,0,0,4,0.000481116189559779,1,0.000120279047389945,0,0,6,0.000721674284339668,0,0,0,0,0,0,9,0.0010825114265095,25,0.00300697618474862,2,0.000240558094779889,21,0.00252585999518884,580,0.0697618474861679
"99","13","2021","01","04",2021-04-01,21443,252,878,0,1955,0,6507,3,8385,23,3009,120,692,106,17,0,867754,515551,3,1427400,116182,42042,0,0,410534,414,1,283360,0,0,0,0,6849675,4326734,27,12356175,614378,192279,2,768000,3194131,3410,17,3156160,0,0,0,0,1182767,1422.16397135147,9.30851131287904,3719,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8314,0.0755145415902196,0,0,0,0,0,0,10758,1.29396199182102,28,0.00336781332691845,203,0.0244166466201588,1,0.000120279047389945,104,0.0125090209285542,1,0.000120279047389945,0,0,0,0,4,0.000481116189559779,1,0.000120279047389945,0,0,6,0.000721674284339668,0,0,0,0,0,0,9,0.0010825114265095,25,0.00300697618474862,2,0.000240558094779889,21,0.00252585999518884,580,0.0697618474861679
"100","13","2021","02","04",2021-04-02,15493,199,729,0,1489,0,4636,1,5962,18,2161,90,503,90,13,0,867754,515551,3,1427400,116182,42042,0,0,410534,414,1,283360,0,0,0,0,6849675,4326734,27,12356175,614378,192279,2,768000,3194131,3410,17,3156160,0,0,0,0,1182767,1422.16397135147,9.30851131287904,3839,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8314,0.0755145415902196,0,0,0,0,0,0,10758,1.29396199182102,28,0.00336781332691845,203,0.0244166466201588,1,0.000120279047389945,104,0.0125090209285542,1,0.000120279047389945,0,0,0,0,4,0.000481116189559779,1,0.000120279047389945,0,0,6,0.000721674284339668,0,0,0,0,0,0,9,0.0010825114265095,25,0.00300697618474862,2,0.000240558094779889,21,0.00252585999518884,580,0.0697618474861679
"101","13","2021","03","04",2021-04-03,10637,175,483,0,1017,0,3315,1,3931,13,1501,87,386,74,4,0,867754,515551,3,1427400,116182,42042,0,0,410534,414,1,283360,0,0,0,0,6849675,4326734,27,12356175,614378,192279,2,768000,3194131,3410,17,3156160,0,0,0,0,1182767,1422.16397135147,9.30851131287904,3905,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8314,0.0755145415902196,0,0,0,0,0,0,10758,1.29396199182102,28,0.00336781332691845,203,0.0244166466201588,1,0.000120279047389945,104,0.0125090209285542,1,0.000120279047389945,0,0,0,0,4,0.000481116189559779,1,0.000120279047389945,0,0,6,0.000721674284339668,0,0,0,0,0,0,9,0.0010825114265095,25,0.00300697618474862,2,0.000240558094779889,21,0.00252585999518884,580,0.0697618474861679
"102","13","2021","04","04",2021-04-04,7149,125,257,0,673,0,2214,0,2809,12,962,54,233,59,1,0,867754,515551,3,1427400,116182,42042,0,0,410534,414,1,283360,0,0,0,0,6849675,4326734,27,12356175,614378,192279,2,768000,3194131,3410,17,3156160,0,0,0,0,1182767,1422.16397135147,9.30851131287904,4047,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8314,0.0755145415902196,0,0,0,0,0,0,10758,1.29396199182102,28,0.00336781332691845,203,0.0244166466201588,1,0.000120279047389945,104,0.0125090209285542,1,0.000120279047389945,0,0,0,0,4,0.000481116189559779,1,0.000120279047389945,0,0,6,0.000721674284339668,0,0,0,0,0,0,9,0.0010825114265095,25,0.00300697618474862,2,0.000240558094779889,21,0.00252585999518884,580,0.0697618474861679
"103","14","2021","05","04",2021-04-05,7047,165,267,0,641,0,2122,1,2681,11,1054,76,276,77,6,0,1945463,499515,7,2737734,147439,54196,0,0,612276,557,6,0,0,0,0,0,8795138,4826249,34,15093909,761817,246475,2,768000,3806407,3967,23,3156160,0,0,0,0,1174136,1411.78602097178,10.0732794156725,4152,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8399,0.0710130713428141,0,0,0,0,0,0,11289,1.34408858197404,10,0.00119061793070604,256,0.0304798190260745,0,0,98,0.0116680557209192,2,0.000238123586141207,0,0,0,0,6,0.000714370758423622,11,0.00130967972377664,0,0,3,0.000357185379211811,0,0,0,0,0,0,18,0.00214311227527087,34,0.00404810096440052,0,0,29,0.00345279199904751,340,0.0404810096440052
"104","14","2021","06","04",2021-04-06,11510,263,392,0,910,0,3423,5,4620,24,1671,117,490,117,4,0,1945463,499515,7,2737734,147439,54196,0,0,612276,557,6,0,0,0,0,0,8795138,4826249,34,15093909,761817,246475,2,768000,3806407,3967,23,3156160,0,0,0,0,1174136,1411.78602097178,10.0732794156725,4342,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8399,0.0710130713428141,0,0,0,0,0,0,11289,1.34408858197404,10,0.00119061793070604,256,0.0304798190260745,0,0,98,0.0116680557209192,2,0.000238123586141207,0,0,0,0,6,0.000714370758423622,11,0.00130967972377664,0,0,3,0.000357185379211811,0,0,0,0,0,0,18,0.00214311227527087,34,0.00404810096440052,0,0,29,0.00345279199904751,340,0.0404810096440052
"105","14","2021","07","04",2021-04-07,23730,291,677,0,1750,0,7136,2,10041,35,3431,127,679,127,16,0,1945463,499515,7,2737734,147439,54196,0,0,612276,557,6,0,0,0,0,0,8795138,4826249,34,15093909,761817,246475,2,768000,3806407,3967,23,3156160,0,0,0,0,1174136,1411.78602097178,10.0732794156725,4428,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8399,0.0710130713428141,0,0,0,0,0,0,11289,1.34408858197404,10,0.00119061793070604,256,0.0304798190260745,0,0,98,0.0116680557209192,2,0.000238123586141207,0,0,0,0,6,0.000714370758423622,11,0.00130967972377664,0,0,3,0.000357185379211811,0,0,0,0,0,0,18,0.00214311227527087,34,0.00404810096440052,0,0,29,0.00345279199904751,340,0.0404810096440052
