country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Luxembourg,LU,2021-42,GISAID,1172,420,35.8,Yes,B.1.526,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1172,420,35.8,Yes,B.1.616,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1172,420,35.8,Yes,B.1.617,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1172,420,35.8,Yes,B.1.617.1,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1172,420,35.8,Yes,B.1.617.2,418,420,99.5
Luxembourg,LU,2021-42,GISAID,1172,420,35.8,Yes,B.1.617.3,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1172,420,35.8,Yes,B.1.620,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1172,420,35.8,Yes,B.1.621,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1172,420,35.8,Yes,B.1.640,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1172,420,35.8,Yes,C.1.2,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1172,420,35.8,Yes,C.37,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1172,420,35.8,Yes,P.1,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1172,420,35.8,Yes,P.3,0,420,0.0
Luxembourg,LU,2021-42,GISAID,1172,420,35.8,Yes,UNK,0,,
Luxembourg,LU,2021-42,GISAID,1172,420,35.8,Yes,Other,0,420,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,AT.1,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,AY.4.2,2,377,0.5
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,B.1.1.529,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,B.1.1.7,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,B.1.1.7+E484K,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,B.1.351,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,B.1.427/B.1.429,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,B.1.525,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,B.1.526,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,B.1.616,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,B.1.617,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,B.1.617.1,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,B.1.617.2,375,377,99.5
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,B.1.617.3,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,B.1.620,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,B.1.621,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,B.1.640,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,C.1.2,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,C.37,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,P.1,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,P.3,0,377,0.0
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,UNK,0,,
Luxembourg,LU,2021-43,GISAID,1290,377,29.2,Yes,Other,0,377,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,AT.1,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,AY.4.2,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,B.1.1.529,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,B.1.1.7,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,B.1.1.7+E484K,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,B.1.351,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,B.1.427/B.1.429,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,B.1.525,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,B.1.526,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,B.1.616,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,B.1.617,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,B.1.617.1,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,B.1.617.2,410,410,100.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,B.1.617.3,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,B.1.620,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,B.1.621,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,B.1.640,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,C.1.2,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,C.37,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,P.1,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,P.3,0,410,0.0
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,UNK,0,,
Luxembourg,LU,2021-44,GISAID,1399,410,29.3,Yes,Other,0,410,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,AT.1,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,AY.4.2,2,346,0.6
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,B.1.1.529,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,B.1.1.7,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,B.1.1.7+E484K,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,B.1.351,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,B.1.427/B.1.429,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,B.1.525,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,B.1.526,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,B.1.616,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,B.1.617,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,B.1.617.1,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,B.1.617.2,344,346,99.4
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,B.1.617.3,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,B.1.620,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,B.1.621,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,B.1.640,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,C.1.2,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,C.37,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,P.1,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,P.3,0,346,0.0
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,UNK,0,,
Luxembourg,LU,2021-45,GISAID,1682,346,20.6,Yes,Other,0,346,0.0
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,AT.1,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,AY.4.2,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,B.1.1.529,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,B.1.1.7,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,B.1.1.7+E484K,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,B.1.351,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,B.1.427/B.1.429,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,B.1.525,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,B.1.526,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,B.1.616,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,B.1.617,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,B.1.617.1,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,B.1.617.2,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,B.1.617.3,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,B.1.620,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,B.1.621,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,B.1.640,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,C.1.2,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,C.37,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,P.1,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,P.3,0,0,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,UNK,0,,
Luxembourg,LU,2021-46,GISAID,2141,0,0.0,Yes,Other,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,AT.1,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,AY.4.2,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,B.1.1.529,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,B.1.1.7,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,B.1.1.7+E484K,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,B.1.351,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,B.1.427/B.1.429,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,B.1.525,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,B.1.526,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,B.1.616,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,B.1.617,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,B.1.617.1,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,B.1.617.2,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,B.1.617.3,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,B.1.620,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,B.1.621,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,B.1.640,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,C.1.2,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,C.37,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,P.1,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,P.3,0,0,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,UNK,0,,
Luxembourg,LU,2021-47,GISAID,2371,0,0.0,Yes,Other,0,0,
Luxembourg,LU,2020-46,TESSy,3813,4,0.1,Yes,Other,4,4,100.0
Luxembourg,LU,2020-47,TESSy,3858,4,0.1,Yes,Other,4,4,100.0
Luxembourg,LU,2020-48,TESSy,3565,9,0.3,Yes,Other,9,9,100.0
Luxembourg,LU,2020-49,TESSy,3810,143,3.8,Yes,Other,143,143,100.0
Luxembourg,LU,2020-50,TESSy,3426,150,4.4,Yes,Other,150,150,100.0
Luxembourg,LU,2020-51,TESSy,2701,6,0.2,Yes,Other,6,6,100.0
Luxembourg,LU,2020-52,TESSy,1303,11,0.8,Yes,B.1.1.7,1,11,9.1
Luxembourg,LU,2020-52,TESSy,1303,11,0.8,Yes,Other,10,11,90.9
Luxembourg,LU,2020-53,TESSy,1159,19,1.6,Yes,B.1.1.7,7,19,36.8
Luxembourg,LU,2020-53,TESSy,1159,19,1.6,Yes,Other,12,19,63.2
Luxembourg,LU,2021-01,TESSy,1046,113,10.8,Yes,B.1.1.7,10,113,8.8
Luxembourg,LU,2021-01,TESSy,1046,113,10.8,Yes,Other,103,113,91.2
Luxembourg,LU,2021-02,TESSy,867,86,9.9,Yes,B.1.1.7,13,86,15.1
Luxembourg,LU,2021-02,TESSy,867,86,9.9,Yes,B.1.351,4,86,4.7
Luxembourg,LU,2021-02,TESSy,867,86,9.9,Yes,Other,69,86,80.2
Luxembourg,LU,2021-03,TESSy,848,172,20.3,Yes,B.1.1.7,32,172,18.6
Luxembourg,LU,2021-03,TESSy,848,172,20.3,Yes,B.1.351,6,172,3.5
Luxembourg,LU,2021-03,TESSy,848,172,20.3,Yes,Other,134,172,77.9
Luxembourg,LU,2021-04,TESSy,1020,120,11.8,Yes,B.1.1.7,50,120,41.7
Luxembourg,LU,2021-04,TESSy,1020,120,11.8,Yes,B.1.351,10,120,8.3
Luxembourg,LU,2021-04,TESSy,1020,120,11.8,Yes,Other,60,120,50.0
Luxembourg,LU,2021-05,TESSy,1132,362,32.0,Yes,B.1.1.7,184,362,50.8
Luxembourg,LU,2021-05,TESSy,1132,362,32.0,Yes,B.1.351,16,362,4.4
Luxembourg,LU,2021-05,TESSy,1132,362,32.0,Yes,P.1,1,362,0.3
Luxembourg,LU,2021-05,TESSy,1132,362,32.0,Yes,Other,161,362,44.5
Luxembourg,LU,2021-06,TESSy,1077,205,19.0,Yes,B.1.1.7,120,205,58.5
Luxembourg,LU,2021-06,TESSy,1077,205,19.0,Yes,B.1.351,18,205,8.8
Luxembourg,LU,2021-06,TESSy,1077,205,19.0,Yes,Other,67,205,32.7
Luxembourg,LU,2021-07,TESSy,1254,183,14.6,Yes,B.1.1.7,113,183,61.7
Luxembourg,LU,2021-07,TESSy,1254,183,14.6,Yes,B.1.351,33,183,18.0
Luxembourg,LU,2021-07,TESSy,1254,183,14.6,Yes,Other,37,183,20.2
Luxembourg,LU,2021-08,TESSy,1310,371,28.3,Yes,B.1.1.7,217,371,58.5
Luxembourg,LU,2021-08,TESSy,1310,371,28.3,Yes,B.1.351,67,371,18.1
Luxembourg,LU,2021-08,TESSy,1310,371,28.3,Yes,Other,87,371,23.5
Luxembourg,LU,2021-09,TESSy,1189,441,37.1,Yes,B.1.1.7,291,441,66.0
Luxembourg,LU,2021-09,TESSy,1189,441,37.1,Yes,B.1.351,71,441,16.1
Luxembourg,LU,2021-09,TESSy,1189,441,37.1,Yes,P.1,1,441,0.2
Luxembourg,LU,2021-09,TESSy,1189,441,37.1,Yes,Other,78,441,17.7
Luxembourg,LU,2021-10,TESSy,1249,312,25.0,Yes,B.1.1.7,209,312,67.0
Luxembourg,LU,2021-10,TESSy,1249,312,25.0,Yes,B.1.351,60,312,19.2
Luxembourg,LU,2021-10,TESSy,1249,312,25.0,Yes,Other,43,312,13.8
Luxembourg,LU,2021-11,TESSy,1584,460,29.0,Yes,B.1.1.7,329,460,71.5
Luxembourg,LU,2021-11,TESSy,1584,460,29.0,Yes,B.1.351,91,460,19.8
Luxembourg,LU,2021-11,TESSy,1584,460,29.0,Yes,B.1.617,0,460,0.0
Luxembourg,LU,2021-11,TESSy,1584,460,29.0,Yes,B.1.617.2,2,460,0.4
Luxembourg,LU,2021-11,TESSy,1584,460,29.0,Yes,B.1.620,1,460,0.2
Luxembourg,LU,2021-11,TESSy,1584,460,29.0,Yes,Other,37,460,8.0
Luxembourg,LU,2021-12,TESSy,1701,510,30.0,Yes,B.1.1.7,368,510,72.2
Luxembourg,LU,2021-12,TESSy,1701,510,30.0,Yes,B.1.351,110,510,21.6
Luxembourg,LU,2021-12,TESSy,1701,510,30.0,Yes,Other,32,510,6.3
Luxembourg,LU,2021-13,TESSy,1554,531,34.2,Yes,B.1.1.7,402,531,75.7
Luxembourg,LU,2021-13,TESSy,1554,531,34.2,Yes,B.1.351,83,531,15.6
Luxembourg,LU,2021-13,TESSy,1554,531,34.2,Yes,B.1.525,3,531,0.6
Luxembourg,LU,2021-13,TESSy,1554,531,34.2,Yes,B.1.617,0,531,0.0
Luxembourg,LU,2021-13,TESSy,1554,531,34.2,Yes,B.1.617.2,12,531,2.3
Luxembourg,LU,2021-13,TESSy,1554,531,34.2,Yes,P.1,9,531,1.7
Luxembourg,LU,2021-13,TESSy,1554,531,34.2,Yes,Other,22,531,4.1
Luxembourg,LU,2021-14,TESSy,1302,597,45.9,Yes,B.1.1.7,490,597,82.1
Luxembourg,LU,2021-14,TESSy,1302,597,45.9,Yes,B.1.351,81,597,13.6
Luxembourg,LU,2021-14,TESSy,1302,597,45.9,Yes,B.1.525,2,597,0.3
Luxembourg,LU,2021-14,TESSy,1302,597,45.9,Yes,B.1.617.1,2,597,0.3
Luxembourg,LU,2021-14,TESSy,1302,597,45.9,Yes,P.1,5,597,0.8
Luxembourg,LU,2021-14,TESSy,1302,597,45.9,Yes,Other,17,597,2.8
Luxembourg,LU,2021-15,TESSy,1280,609,47.6,Yes,B.1.1.7,534,609,87.7
Luxembourg,LU,2021-15,TESSy,1280,609,47.6,Yes,B.1.351,46,609,7.6
Luxembourg,LU,2021-15,TESSy,1280,609,47.6,Yes,B.1.525,3,609,0.5
Luxembourg,LU,2021-15,TESSy,1280,609,47.6,Yes,B.1.617,0,609,0.0
Luxembourg,LU,2021-15,TESSy,1280,609,47.6,Yes,B.1.617.1,2,609,0.3
Luxembourg,LU,2021-15,TESSy,1280,609,47.6,Yes,B.1.617.2,1,609,0.2
Luxembourg,LU,2021-15,TESSy,1280,609,47.6,Yes,P.1,3,609,0.5
Luxembourg,LU,2021-15,TESSy,1280,609,47.6,Yes,Other,20,609,3.3
Luxembourg,LU,2021-16,TESSy,1213,636,52.4,Yes,B.1.1.7,537,636,84.4
Luxembourg,LU,2021-16,TESSy,1213,636,52.4,Yes,B.1.351,60,636,9.4
Luxembourg,LU,2021-16,TESSy,1213,636,52.4,Yes,B.1.525,7,636,1.1
Luxembourg,LU,2021-16,TESSy,1213,636,52.4,Yes,B.1.617.1,2,636,0.3
Luxembourg,LU,2021-16,TESSy,1213,636,52.4,Yes,P.1,10,636,1.6
Luxembourg,LU,2021-16,TESSy,1213,636,52.4,Yes,Other,20,636,3.1
Luxembourg,LU,2021-17,TESSy,1099,592,53.9,Yes,B.1.1.7,469,592,79.2
Luxembourg,LU,2021-17,TESSy,1099,592,53.9,Yes,B.1.351,63,592,10.6
Luxembourg,LU,2021-17,TESSy,1099,592,53.9,Yes,B.1.525,10,592,1.7
Luxembourg,LU,2021-17,TESSy,1099,592,53.9,Yes,B.1.617.1,3,592,0.5
Luxembourg,LU,2021-17,TESSy,1099,592,53.9,Yes,P.1,17,592,2.9
Luxembourg,LU,2021-17,TESSy,1099,592,53.9,Yes,Other,30,592,5.1
Luxembourg,LU,2021-18,TESSy,923,496,53.7,Yes,B.1.1.7,398,496,80.2
Luxembourg,LU,2021-18,TESSy,923,496,53.7,Yes,B.1.351,32,496,6.5
Luxembourg,LU,2021-18,TESSy,923,496,53.7,Yes,B.1.525,1,496,0.2
Luxembourg,LU,2021-18,TESSy,923,496,53.7,Yes,B.1.617,0,496,0.0
Luxembourg,LU,2021-18,TESSy,923,496,53.7,Yes,B.1.617.2,4,496,0.8
Luxembourg,LU,2021-18,TESSy,923,496,53.7,Yes,P.1,27,496,5.4
Luxembourg,LU,2021-18,TESSy,923,496,53.7,Yes,Other,34,496,6.9
Luxembourg,LU,2021-19,TESSy,735,443,60.3,Yes,B.1.1.7,347,443,78.3
Luxembourg,LU,2021-19,TESSy,735,443,60.3,Yes,B.1.351,23,443,5.2
Luxembourg,LU,2021-19,TESSy,735,443,60.3,Yes,B.1.525,11,443,2.5
Luxembourg,LU,2021-19,TESSy,735,443,60.3,Yes,B.1.617,0,443,0.0
Luxembourg,LU,2021-19,TESSy,735,443,60.3,Yes,B.1.617.2,20,443,4.5
Luxembourg,LU,2021-19,TESSy,735,443,60.3,Yes,P.1,17,443,3.8
Luxembourg,LU,2021-19,TESSy,735,443,60.3,Yes,Other,25,443,5.6
Luxembourg,LU,2021-20,TESSy,503,276,54.9,Yes,B.1.1.7,209,276,75.7
Luxembourg,LU,2021-20,TESSy,503,276,54.9,Yes,B.1.351,5,276,1.8
Luxembourg,LU,2021-20,TESSy,503,276,54.9,Yes,B.1.525,6,276,2.2
Luxembourg,LU,2021-20,TESSy,503,276,54.9,Yes,B.1.617,0,276,0.0
Luxembourg,LU,2021-20,TESSy,503,276,54.9,Yes,B.1.617.2,23,276,8.3
Luxembourg,LU,2021-20,TESSy,503,276,54.9,Yes,P.1,9,276,3.3
Luxembourg,LU,2021-20,TESSy,503,276,54.9,Yes,Other,24,276,8.7
Luxembourg,LU,2021-21,TESSy,358,102,28.5,Yes,B.1.1.7,57,102,55.9
Luxembourg,LU,2021-21,TESSy,358,102,28.5,Yes,B.1.351,4,102,3.9
Luxembourg,LU,2021-21,TESSy,358,102,28.5,Yes,B.1.617,0,102,0.0
Luxembourg,LU,2021-21,TESSy,358,102,28.5,Yes,B.1.617.2,22,102,21.6
Luxembourg,LU,2021-21,TESSy,358,102,28.5,Yes,P.1,2,102,2.0
Luxembourg,LU,2021-21,TESSy,358,102,28.5,Yes,Other,17,102,16.7
Luxembourg,LU,2021-22,TESSy,323,151,46.7,Yes,B.1.1.7,73,151,48.3
Luxembourg,LU,2021-22,TESSy,323,151,46.7,Yes,B.1.617,0,151,0.0
Luxembourg,LU,2021-22,TESSy,323,151,46.7,Yes,B.1.617.2,49,151,32.5
Luxembourg,LU,2021-22,TESSy,323,151,46.7,Yes,Other,29,151,19.2
Luxembourg,LU,2021-23,TESSy,199,108,54.3,Yes,B.1.1.7,56,108,51.9
Luxembourg,LU,2021-23,TESSy,199,108,54.3,Yes,B.1.351,1,108,0.9
Luxembourg,LU,2021-23,TESSy,199,108,54.3,Yes,B.1.617,0,108,0.0
Luxembourg,LU,2021-23,TESSy,199,108,54.3,Yes,B.1.617.1,1,108,0.9
Luxembourg,LU,2021-23,TESSy,199,108,54.3,Yes,B.1.617.2,36,108,33.3
Luxembourg,LU,2021-23,TESSy,199,108,54.3,Yes,B.1.620,2,108,1.9
Luxembourg,LU,2021-23,TESSy,199,108,54.3,Yes,P.1,4,108,3.7
Luxembourg,LU,2021-23,TESSy,199,108,54.3,Yes,Other,8,108,7.4
Luxembourg,LU,2021-24,TESSy,99,49,49.5,Yes,B.1.1.7,17,49,34.7
Luxembourg,LU,2021-24,TESSy,99,49,49.5,Yes,B.1.351,1,49,2.0
Luxembourg,LU,2021-24,TESSy,99,49,49.5,Yes,B.1.617,0,49,0.0
Luxembourg,LU,2021-24,TESSy,99,49,49.5,Yes,B.1.617.2,26,49,53.1
Luxembourg,LU,2021-24,TESSy,99,49,49.5,Yes,Other,5,49,10.2
Luxembourg,LU,2021-25,TESSy,122,72,59.0,Yes,B.1.1.7,8,72,11.1
Luxembourg,LU,2021-25,TESSy,122,72,59.0,Yes,B.1.351,1,72,1.4
Luxembourg,LU,2021-25,TESSy,122,72,59.0,Yes,B.1.617,0,72,0.0
Luxembourg,LU,2021-25,TESSy,122,72,59.0,Yes,B.1.617.2,44,72,61.1
Luxembourg,LU,2021-25,TESSy,122,72,59.0,Yes,P.1,17,72,23.6
Luxembourg,LU,2021-25,TESSy,122,72,59.0,Yes,Other,2,72,2.8
Luxembourg,LU,2021-26,TESSy,818,474,57.9,Yes,B.1.1.7,5,474,1.1
Luxembourg,LU,2021-26,TESSy,818,474,57.9,Yes,B.1.351,1,474,0.2
Luxembourg,LU,2021-26,TESSy,818,474,57.9,Yes,B.1.525,1,474,0.2
Luxembourg,LU,2021-26,TESSy,818,474,57.9,Yes,B.1.617,0,474,0.0
Luxembourg,LU,2021-26,TESSy,818,474,57.9,Yes,B.1.617.2,117,474,24.7
Luxembourg,LU,2021-26,TESSy,818,474,57.9,Yes,P.1,347,474,73.2
Luxembourg,LU,2021-26,TESSy,818,474,57.9,Yes,Other,3,474,0.6
Luxembourg,LU,2021-27,TESSy,881,523,59.4,Yes,B.1.1.7,19,523,3.6
Luxembourg,LU,2021-27,TESSy,881,523,59.4,Yes,B.1.351,1,523,0.2
Luxembourg,LU,2021-27,TESSy,881,523,59.4,Yes,B.1.617,0,523,0.0
Luxembourg,LU,2021-27,TESSy,881,523,59.4,Yes,B.1.617.2,178,523,34.0
Luxembourg,LU,2021-27,TESSy,881,523,59.4,Yes,P.1,321,523,61.4
Luxembourg,LU,2021-27,TESSy,881,523,59.4,Yes,Other,4,523,0.8
Luxembourg,LU,2021-28,TESSy,760,450,59.2,Yes,B.1.1.7,9,450,2.0
Luxembourg,LU,2021-28,TESSy,760,450,59.2,Yes,B.1.617,0,450,0.0
Luxembourg,LU,2021-28,TESSy,760,450,59.2,Yes,B.1.617.2,236,450,52.4
Luxembourg,LU,2021-28,TESSy,760,450,59.2,Yes,P.1,204,450,45.3
Luxembourg,LU,2021-28,TESSy,760,450,59.2,Yes,Other,1,450,0.2
Luxembourg,LU,2021-29,TESSy,618,157,25.4,Yes,B.1.1.7,5,157,3.2
Luxembourg,LU,2021-29,TESSy,618,157,25.4,Yes,B.1.617,0,157,0.0
Luxembourg,LU,2021-29,TESSy,618,157,25.4,Yes,B.1.617.2,119,157,75.8
Luxembourg,LU,2021-29,TESSy,618,157,25.4,Yes,P.1,33,157,21.0
Luxembourg,LU,2021-30,TESSy,485,206,42.5,Yes,B.1.1.7,2,206,1.0
Luxembourg,LU,2021-30,TESSy,485,206,42.5,Yes,B.1.617,0,206,0.0
Luxembourg,LU,2021-30,TESSy,485,206,42.5,Yes,B.1.617.2,166,206,80.6
Luxembourg,LU,2021-30,TESSy,485,206,42.5,Yes,P.1,38,206,18.4
Luxembourg,LU,2021-31,TESSy,469,185,39.4,Yes,B.1.617,0,185,0.0
Luxembourg,LU,2021-31,TESSy,469,185,39.4,Yes,B.1.617.2,180,185,97.3
Luxembourg,LU,2021-31,TESSy,469,185,39.4,Yes,B.1.621,1,185,0.5
Luxembourg,LU,2021-31,TESSy,469,185,39.4,Yes,P.1,3,185,1.6
Luxembourg,LU,2021-31,TESSy,469,185,39.4,Yes,Other,1,185,0.5
Luxembourg,LU,2021-32,TESSy,344,155,45.1,Yes,B.1.617,0,155,0.0
Luxembourg,LU,2021-32,TESSy,344,155,45.1,Yes,B.1.617.2,151,155,97.4
Luxembourg,LU,2021-32,TESSy,344,155,45.1,Yes,P.1,4,155,2.6
Luxembourg,LU,2021-33,TESSy,487,227,46.6,Yes,B.1.617,0,227,0.0
Luxembourg,LU,2021-33,TESSy,487,227,46.6,Yes,B.1.617.2,226,227,99.6
Luxembourg,LU,2021-33,TESSy,487,227,46.6,Yes,P.1,1,227,0.4
Luxembourg,LU,2021-34,TESSy,598,254,42.5,Yes,B.1.617,0,254,0.0
